ID 	SX 	VG 	VE 	VF 	idPai 	iidMae 	Geracao 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
0 	0 	0.000 	0.000 	0.000 	0 	0 	0.000 
3 	1 	0.460 	0.395 	0.855 	0 	0 	1.000 
7 	1 	0.463 	0.094 	0.556 	0 	0 	1.000 
8 	1 	0.201 	1.204 	1.405 	0 	0 	1.000 
9 	1 	1.310 	0.175 	1.485 	0 	0 	1.000 
10 	1 	1.002 	0.274 	1.276 	0 	0 	1.000 
11 	2 	-0.128 	1.317 	1.189 	0 	0 	1.000 
12 	2 	-0.337 	0.681 	0.344 	0 	0 	1.000 
13 	2 	-0.138 	0.860 	0.722 	0 	0 	1.000 
14 	2 	0.082 	0.294 	0.376 	0 	0 	1.000 
20 	1 	-0.013 	0.015 	0.002 	0 	0 	1.000 
21 	2 	-0.074 	0.767 	0.693 	0 	0 	1.000 
22 	1 	0.858 	0.742 	1.601 	0 	0 	1.000 
23 	1 	0.377 	0.330 	0.707 	0 	0 	1.000 
24 	2 	-0.749 	0.939 	0.189 	0 	0 	1.000 
27 	2 	1.212 	1.144 	2.356 	0 	0 	1.000 
32 	1 	0.072 	3.267 	3.340 	0 	0 	1.000 
33 	2 	0.468 	1.058 	1.526 	0 	0 	1.000 
34 	1 	0.298 	0.386 	0.684 	0 	0 	1.000 
37 	2 	1.647 	-0.551 	1.096 	0 	0 	1.000 
40 	1 	1.111 	-1.522 	-0.410 	0 	0 	1.000 
41 	2 	0.159 	0.534 	0.693 	0 	0 	1.000 
45 	2 	0.568 	-0.256 	0.312 	0 	0 	1.000 
46 	1 	-0.014 	-0.318 	-0.333 	0 	0 	1.000 
47 	2 	1.459 	1.211 	2.671 	0 	0 	1.000 
48 	2 	1.247 	0.486 	1.734 	0 	0 	1.000 
50 	1 	-0.114 	-0.225 	-0.339 	0 	0 	1.000 
51 	2 	0.941 	-0.195 	0.746 	0 	0 	1.000 
55 	2 	1.347 	-0.237 	1.110 	0 	0 	1.000 
56 	2 	0.025 	1.607 	1.632 	0 	0 	1.000 
57 	2 	1.102 	1.124 	2.226 	0 	0 	1.000 
58 	2 	0.451 	1.050 	1.501 	0 	0 	1.000 
60 	1 	0.438 	0.205 	0.642 	0 	0 	1.000 
61 	1 	0.930 	0.636 	1.566 	0 	0 	1.000 
62 	2 	0.991 	0.926 	1.917 	0 	0 	1.000 
65 	1 	2.005 	-1.121 	0.884 	0 	0 	1.000 
66 	1 	-0.122 	0.137 	0.015 	0 	0 	1.000 
67 	1 	-0.027 	0.158 	0.131 	0 	0 	1.000 
69 	1 	1.345 	-1.217 	0.128 	0 	0 	1.000 
71 	1 	0.357 	0.747 	1.103 	0 	0 	1.000 
73 	1 	1.750 	0.502 	2.252 	0 	0 	1.000 
80 	1 	1.203 	0.373 	1.576 	0 	0 	1.000 
83 	1 	1.198 	1.055 	2.253 	0 	0 	1.000 
84 	1 	0.547 	0.819 	1.366 	0 	0 	1.000 
85 	1 	1.246 	-0.719 	0.527 	0 	0 	1.000 
86 	1 	1.693 	-1.083 	0.610 	0 	0 	1.000 
87 	1 	0.070 	2.142 	2.212 	0 	0 	1.000 
88 	1 	-1.028 	1.313 	0.285 	0 	0 	1.000 
89 	2 	-0.835 	1.143 	0.308 	0 	0 	1.000 
90 	1 	0.501 	-0.047 	0.454 	0 	0 	1.000 
94 	2 	1.924 	-1.366 	0.558 	0 	0 	1.000 
97 	1 	0.825 	1.764 	2.589 	0 	0 	1.000 
99 	2 	2.039 	1.634 	3.673 	0 	0 	1.000 
101 	2 	-0.421 	1.472 	1.051 	0 	0 	1.000 
102 	2 	-0.943 	2.692 	1.749 	0 	0 	1.000 
103 	2 	-0.154 	0.499 	0.345 	0 	0 	1.000 
104 	1 	1.200 	-0.818 	0.382 	0 	0 	1.000 
105 	1 	1.570 	0.951 	2.522 	0 	0 	1.000 
107 	2 	0.247 	-0.134 	0.113 	0 	0 	1.000 
108 	1 	0.404 	-0.017 	0.387 	0 	0 	1.000 
109 	2 	2.826 	-1.312 	1.515 	0 	0 	1.000 
110 	1 	1.186 	-0.509 	0.677 	0 	0 	1.000 
112 	2 	0.876 	0.311 	1.187 	0 	0 	1.000 
113 	1 	-1.465 	1.534 	0.069 	0 	0 	1.000 
115 	1 	-0.206 	1.299 	1.093 	0 	0 	1.000 
117 	2 	0.254 	0.687 	0.941 	0 	0 	1.000 
118 	2 	-0.266 	1.728 	1.462 	0 	0 	1.000 
119 	2 	1.716 	0.397 	2.113 	0 	0 	1.000 
120 	1 	-0.074 	1.966 	1.891 	0 	0 	1.000 
121 	1 	-0.185 	1.206 	1.021 	0 	0 	1.000 
124 	1 	0.702 	-1.548 	-0.846 	0 	0 	1.000 
126 	2 	0.374 	1.855 	2.229 	0 	0 	1.000 
128 	1 	0.628 	-0.994 	-0.366 	0 	0 	1.000 
131 	1 	0.055 	1.253 	1.308 	0 	0 	1.000 
133 	2 	0.819 	-0.726 	0.093 	0 	0 	1.000 
134 	1 	1.123 	-0.703 	0.421 	0 	0 	1.000 
136 	1 	1.466 	-0.742 	0.724 	0 	0 	1.000 
139 	2 	0.140 	1.575 	1.715 	0 	0 	1.000 
140 	2 	0.519 	0.664 	1.183 	0 	0 	1.000 
141 	2 	0.029 	0.395 	0.424 	0 	0 	1.000 
143 	2 	1.180 	-0.526 	0.654 	0 	0 	1.000 
147 	2 	1.507 	0.505 	2.013 	0 	0 	1.000 
148 	1 	0.448 	0.851 	1.299 	0 	0 	1.000 
150 	1 	0.575 	1.924 	2.499 	0 	0 	1.000 
153 	1 	0.144 	0.852 	0.997 	0 	0 	1.000 
156 	1 	1.491 	-0.826 	0.665 	0 	0 	1.000 
159 	1 	0.138 	0.375 	0.513 	0 	0 	1.000 
161 	1 	1.122 	0.446 	1.567 	0 	0 	1.000 
164 	2 	0.105 	1.035 	1.140 	0 	0 	1.000 
170 	1 	-0.424 	0.992 	0.568 	0 	0 	1.000 
172 	1 	0.890 	-0.449 	0.441 	0 	0 	1.000 
173 	1 	0.592 	0.945 	1.537 	0 	0 	1.000 
174 	1 	0.191 	0.572 	0.763 	0 	0 	1.000 
175 	1 	0.633 	-0.357 	0.276 	0 	0 	1.000 
176 	2 	0.103 	0.332 	0.436 	0 	0 	1.000 
179 	1 	0.421 	0.890 	1.311 	0 	0 	1.000 
180 	1 	0.862 	1.063 	1.925 	0 	0 	1.000 
181 	2 	-0.546 	1.288 	0.742 	0 	0 	1.000 
183 	2 	1.223 	0.181 	1.404 	0 	0 	1.000 
184 	2 	-0.257 	0.747 	0.490 	0 	0 	1.000 
186 	1 	0.071 	0.380 	0.451 	0 	0 	1.000 
187 	1 	2.042 	0.110 	2.152 	0 	0 	1.000 
190 	2 	1.847 	2.075 	3.922 	0 	0 	1.000 
193 	1 	2.149 	-2.580 	-0.431 	0 	0 	1.000 
194 	2 	1.002 	2.547 	3.549 	0 	0 	1.000 
195 	2 	-0.128 	1.847 	1.719 	0 	0 	1.000 
196 	2 	1.924 	-0.177 	1.746 	0 	0 	1.000 
198 	2 	-0.974 	1.864 	0.890 	0 	0 	1.000 
199 	2 	0.523 	0.960 	1.483 	0 	0 	1.000 
202 	2 	2.695 	0.175 	2.870 	73 	99 	2.000 
203 	2 	0.597 	0.458 	1.055 	32 	194 	2.000 
204 	1 	0.542 	0.189 	0.731 	120 	47 	2.000 
205 	2 	1.234 	0.044 	1.278 	180 	27 	2.000 
207 	2 	0.832 	1.731 	2.563 	83 	57 	2.000 
209 	2 	1.980 	0.094 	2.074 	73 	147 	2.000 
210 	2 	0.855 	1.204 	2.060 	150 	62 	2.000 
211 	2 	-0.054 	1.681 	1.628 	150 	102 	2.000 
212 	2 	1.215 	-0.702 	0.513 	83 	196 	2.000 
213 	1 	1.142 	-0.863 	0.279 	180 	48 	2.000 
214 	1 	0.504 	1.186 	1.690 	180 	195 	2.000 
215 	1 	0.764 	0.943 	1.707 	32 	139 	2.000 
216 	2 	0.784 	0.828 	1.612 	180 	56 	2.000 
217 	1 	-0.098 	0.860 	0.763 	120 	33 	2.000 
218 	2 	1.481 	0.294 	1.775 	120 	109 	2.000 
219 	1 	0.777 	-0.132 	0.645 	105 	58 	2.000 
220 	1 	-0.142 	1.577 	1.435 	180 	199 	2.000 
223 	2 	0.845 	0.010 	0.855 	180 	11 	2.000 
224 	1 	1.297 	0.920 	2.216 	73 	112 	2.000 
226 	1 	0.928 	0.329 	1.256 	105 	164 	2.000 
228 	1 	1.134 	0.015 	1.149 	180 	37 	2.000 
230 	2 	0.884 	1.979 	2.863 	73 	117 	2.000 
231 	1 	1.738 	-0.100 	1.638 	180 	190 	2.000 
232 	1 	1.990 	0.087 	2.077 	83 	99 	2.000 
233 	1 	1.079 	0.901 	1.980 	97 	194 	2.000 
234 	2 	2.602 	0.945 	3.547 	105 	202 	2.500 
235 	2 	0.475 	0.195 	0.670 	97 	230 	2.500 
237 	2 	1.761 	1.144 	2.905 	105 	207 	2.500 
238 	1 	1.628 	-0.295 	1.333 	73 	27 	2.000 
240 	2 	0.047 	2.309 	2.356 	150 	57 	2.000 
241 	1 	0.845 	0.239 	1.084 	97 	119 	2.000 
242 	2 	1.121 	-1.153 	-0.031 	97 	209 	2.500 
243 	2 	1.230 	0.964 	2.195 	73 	210 	2.500 
244 	2 	3.173 	0.135 	3.307 	105 	147 	2.000 
245 	2 	1.810 	-0.439 	1.370 	105 	62 	2.000 
246 	1 	1.954 	-0.520 	1.434 	187 	218 	2.500 
248 	1 	1.946 	-0.458 	1.488 	105 	196 	2.000 
249 	1 	0.779 	0.314 	1.093 	180 	48 	2.000 
250 	2 	-0.133 	0.799 	0.666 	97 	195 	2.000 
253 	2 	0.257 	1.128 	1.385 	73 	211 	2.500 
254 	2 	0.990 	0.285 	1.275 	83 	216 	2.500 
255 	1 	0.914 	-1.150 	-0.236 	97 	33 	2.000 
256 	1 	2.341 	0.183 	2.524 	73 	109 	2.000 
257 	2 	1.222 	0.201 	1.423 	187 	58 	2.000 
258 	2 	0.818 	-1.109 	-0.290 	180 	199 	2.000 
259 	1 	0.259 	0.557 	0.816 	180 	118 	2.000 
260 	2 	-0.190 	-0.043 	-0.233 	87 	183 	2.000 
261 	2 	1.816 	1.048 	2.864 	187 	190 	2.000 
262 	2 	1.735 	-1.465 	0.270 	73 	99 	2.000 
263 	2 	1.461 	1.211 	2.672 	105 	194 	2.000 
264 	1 	1.518 	0.486 	2.005 	224 	234 	3.250 
265 	2 	2.384 	-1.266 	1.118 	73 	244 	2.500 
266 	1 	0.094 	-0.472 	-0.378 	87 	237 	2.750 
267 	1 	1.398 	-0.119 	1.279 	83 	202 	2.500 
268 	2 	0.617 	0.592 	1.209 	150 	230 	2.500 
269 	2 	1.507 	-0.589 	0.918 	73 	47 	2.000 
270 	2 	0.980 	-0.399 	0.581 	73 	207 	2.500 
271 	2 	0.692 	-0.649 	0.044 	105 	240 	2.500 
272 	2 	1.941 	-2.047 	-0.106 	83 	27 	2.000 
273 	1 	0.773 	0.615 	1.388 	256 	126 	2.500 
274 	2 	2.033 	0.270 	2.303 	256 	57 	2.500 
275 	1 	1.697 	0.683 	2.381 	105 	243 	2.750 
277 	1 	2.473 	-0.237 	2.236 	73 	209 	2.500 
278 	1 	1.032 	1.607 	2.639 	97 	210 	2.500 
279 	1 	1.698 	1.266 	2.964 	73 	147 	2.000 
280 	2 	1.753 	-0.237 	1.516 	187 	62 	2.000 
281 	1 	1.901 	-0.459 	1.442 	83 	218 	2.500 
282 	1 	0.839 	0.766 	1.605 	105 	102 	2.000 
283 	2 	1.821 	-0.194 	1.627 	150 	196 	2.000 
284 	2 	3.276 	-0.893 	2.383 	256 	48 	2.500 
285 	1 	1.224 	1.670 	2.894 	105 	195 	2.000 
286 	1 	0.460 	-0.436 	0.024 	150 	139 	2.000 
287 	2 	0.811 	0.636 	1.447 	83 	56 	2.000 
288 	2 	1.189 	0.926 	2.115 	73 	211 	2.500 
289 	1 	0.712 	-0.735 	-0.023 	150 	216 	2.500 
290 	1 	0.775 	-0.062 	0.713 	87 	33 	2.000 
291 	2 	1.163 	1.234 	2.397 	150 	190 	2.000 
292 	2 	2.789 	1.136 	3.925 	275 	99 	2.875 
293 	2 	0.552 	0.255 	0.807 	285 	194 	2.500 
294 	1 	1.657 	-0.026 	1.631 	150 	234 	2.750 
295 	1 	1.861 	0.158 	2.019 	97 	244 	2.500 
296 	1 	0.567 	-1.989 	-1.422 	97 	237 	2.750 
297 	2 	1.880 	1.383 	3.263 	285 	202 	3.000 
298 	1 	1.926 	-0.146 	1.780 	278 	261 	3.250 
299 	2 	0.121 	1.364 	1.485 	150 	230 	2.500 
300 	2 	1.295 	1.530 	2.825 	275 	263 	3.375 
301 	1 	1.619 	-0.796 	0.824 	278 	47 	2.750 
302 	1 	1.381 	-1.749 	-0.368 	278 	207 	3.250 
303 	2 	2.824 	0.502 	3.326 	285 	284 	3.250 
304 	1 	1.216 	-0.440 	0.776 	285 	240 	3.000 
305 	2 	1.544 	0.642 	2.186 	278 	27 	2.750 
306 	2 	1.896 	1.308 	3.204 	285 	274 	3.250 
307 	2 	0.149 	-0.194 	-0.045 	150 	126 	2.000 
308 	1 	0.743 	-0.731 	0.012 	278 	57 	2.750 
309 	1 	0.392 	-1.106 	-0.714 	278 	243 	3.500 
310 	2 	1.091 	0.984 	2.075 	279 	288 	3.250 
311 	1 	1.719 	-1.655 	0.064 	278 	119 	2.750 
312 	2 	2.497 	-0.589 	1.908 	256 	209 	3.000 
313 	2 	1.947 	-0.286 	1.661 	256 	210 	3.000 
314 	1 	1.086 	-1.021 	0.066 	285 	147 	2.500 
315 	1 	0.511 	-0.332 	0.180 	285 	62 	2.500 
316 	1 	1.339 	0.318 	1.657 	97 	218 	2.500 
317 	1 	-0.355 	0.596 	0.240 	150 	102 	2.000 
318 	1 	1.364 	-1.241 	0.122 	278 	196 	2.750 
319 	1 	1.149 	1.055 	2.204 	32 	48 	2.000 
320 	2 	1.432 	0.819 	2.250 	256 	195 	2.500 
321 	1 	2.811 	0.134 	2.944 	279 	292 	3.438 
322 	2 	2.429 	-0.605 	1.824 	105 	190 	2.000 
323 	1 	1.830 	-0.680 	1.150 	256 	99 	2.500 
324 	1 	-0.004 	0.355 	0.351 	32 	194 	2.000 
325 	1 	2.551 	2.142 	4.693 	256 	234 	3.250 
326 	2 	2.806 	1.313 	4.119 	83 	303 	3.125 
327 	1 	2.982 	-0.177 	2.805 	105 	244 	2.500 
328 	1 	1.276 	-0.187 	1.090 	275 	297 	3.875 
329 	1 	2.369 	0.240 	2.608 	279 	306 	3.625 
330 	2 	1.706 	1.322 	3.028 	275 	237 	3.625 
331 	1 	1.763 	0.087 	1.850 	279 	202 	3.000 
332 	1 	2.320 	-1.115 	1.205 	275 	261 	3.375 
333 	1 	1.435 	-2.699 	-1.263 	83 	230 	2.500 
334 	2 	-0.164 	0.706 	0.542 	32 	300 	3.188 
335 	1 	0.399 	-1.064 	-0.666 	32 	263 	2.500 
336 	2 	0.083 	-2.143 	-2.061 	32 	47 	2.000 
337 	2 	-0.734 	-0.393 	-1.127 	32 	207 	2.500 
338 	2 	1.112 	-0.206 	0.906 	105 	291 	2.500 
339 	1 	1.478 	1.206 	2.684 	278 	284 	3.500 
340 	2 	0.078 	1.175 	1.253 	97 	240 	2.500 
341 	1 	2.100 	0.149 	2.249 	285 	27 	2.500 
342 	2 	2.240 	0.074 	2.315 	256 	274 	3.250 
343 	1 	1.353 	-0.434 	0.919 	150 	320 	2.750 
344 	2 	1.326 	-1.959 	-0.633 	256 	126 	2.500 
345 	1 	2.205 	1.634 	3.839 	83 	57 	2.000 
346 	1 	1.244 	-1.518 	-0.275 	278 	243 	3.500 
347 	1 	0.789 	1.472 	2.261 	285 	305 	3.375 
348 	1 	1.758 	2.692 	4.450 	278 	288 	3.500 
349 	2 	1.569 	0.828 	2.397 	150 	119 	2.000 
350 	2 	1.047 	0.091 	1.139 	256 	310 	3.625 
